Project Name,Package Name,Architecture Smell,Cause of the Smell
jdbc,io.aiven.connect.jdbc.source,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JdbcSourceConnectorConfigTest; MockTime; JdbcSourceTaskTestBase; EmbeddedDerby; JdbcSourceTaskConversionTest; JdbcSourceTaskLifecycleTest; JdbcSourceTaskUpdateTest]; [JdbcSourceTaskConfigTest]; [TimestampIncrementingCriteriaTest]; [JdbcSourceTaskUpdateTest.Field]; [TableMonitorThreadTest]; [TableMonitorThreadTest.Op]; [EmbeddedDerby.CaseSensitive]; [EmbeddedDerby.TableName]; [EmbeddedDerby.ColumnName]; [EmbeddedDerby.Condition]; [EmbeddedDerby.EqualsCondition]; [EmbeddedDerby.Literal]; [TimestampIncrementingOffsetTest]; [NumericMappingConfigTest]. LCC (Lack of Component Cohesion) = 0.7
