Project Name,Package Name,Architecture Smell,Cause of the Smell
sink,io.aiven.connect.jdbc.sink,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JdbcDbWriterTest; SqliteHelper; BufferedRecordsTest; SqliteHelperTest; JdbcSinkTaskTest]; [SqliteHelper.ResultSetReadCallback]; [DbStructureTest]; [JdbcSinkConnectorTest]; [PreparedStatementBinderTest]; [JdbcSinkConfigTest]. LCC (Lack of Component Cohesion) = 0.6
